날짜,제목,조회,공감,비공감
2023.04.30 18:07,주린이인데요... 기술적 반등 가능한가요?,373,2,2
2023.04.30 18:06,공매도,426,6,4
2023.04.30 18:02,화요일 신용높은거  다  나온다,509,3,6
2023.04.30 17:52,박셀바이오 주가,520,18,2
2023.04.30 17:44,누가 봐도 주가 조작이다 감옥으로 보내라,319,1,0
2023.04.30 17:29,음..,319,10,0
2023.04.30 17:26,주식시장은 냉정하다,293,4,12
2023.04.30 17:24,오스템임플란트  보구 오세요.,439,16,4
2023.04.30 17:19,대성홀딩스  대박  !,675,12,1
2023.04.30 17:17,쩜상 4방 나올차트다 집파라서 사도록,327,10,5
2023.04.30 17:14,화욜날 시초에 팔아라,431,3,6
2023.04.30 16:59,대성홀딩스....와! 이게 바로 좋은 소식이네!,325,1,1
2023.04.30 16:48,안티들이  많아야  좋은거다,262,9,2
2023.04.30 16:21,주가조작 3년 대성 홀딩스 1200% 오름,451,4,7
2023.04.30 16:10,확률에 자신있는 이과대.공대출신만 오세요,373,1,0
2023.04.30 16:00,여보 세력 나야~,285,5,0
2023.04.30 15:49,회사는 아무잘못이없니라,480,12,3
2023.04.30 15:44,한국거래소와 금융감독원 직무유기.,280,3,1
2023.04.30 15:40,지옥으로 가고있는 주식,290,5,2
2023.04.30 15:39,19000까지는 처맞겠다. 중간 중간 등락은 있겠지만,248,1,1
2023.04.30 15:36,오늘 한강 갑니다.,358,4,0
2023.04.30 15:32,유야 무야 그냥 힘없는,234,3,0
2023.04.30 15:24,금융계조사해도,226,2,0
2023.04.30 15:18,"서울가스, 대성홀딩스 등 폭락에 금융당국, 관련 업체 압수수색",529,4,3
2023.04.30 14:55,우리가 자유가 없이 살았냐,245,4,0
2023.04.30 14:39,한국주식판은 정부가   돈뜯어내는곳이라생각한다,252,3,1
2023.04.30 15:04,[삭제된 게시물의 답글]어제 그리고 오늘… 소주 ,124,0,0
2023.04.30 13:52,28일 매수한 주체도 보세요,668,20,7
2023.04.30 14:05,28일 매수한 주체도 보세요,252,1,8
2023.04.30 14:36,거품을 무는거 보니 정확한 분석인가 보다 ㅎㅎㅎ ㅎ ㅎ ㅎㅎ ㅎ,161,0,0
2023.04.30 13:22,작전치다가 역관광 맞아서 망했는데,257,1,0
2023.04.30 13:04,화요일 하한가네,381,3,10
2023.04.30 13:03,뒷북,267,2,0
2023.04.30 12:27,지금 가격 세력 보다,467,17,2
2023.04.30 12:16,대성홀딩스 180만원간다는 ?보잎쑤,455,6,3
2023.04.30 11:31,연기금과 짜고치는 자전거래,467,2,1
2023.04.30 11:26,금융감독원 개소리,400,4,0
2023.04.30 10:17,주식수 작기때문에 빠져 나올때 ..준비,420,1,0
2023.04.30 10:14,다른건 몰라도,459,4,6
2023.04.30 10:03,대박 쪽박,269,0,0
2023.04.30 09:54,고점대비 +80%오르면 그담날 ㅡ20%는 ,527,2,2
2023.04.30 09:45,개미들은 내리기를 바란다,329,3,0
2023.04.30 09:22,지금이 기회,437,14,3
2023.04.30 09:11,ㅎ ㅏㄴ  ㅈ ㅜ도 없는 사람들은,326,8,0
2023.04.30 09:00,네추럴엔도텍 봐봐라,540,3,3
2023.04.30 08:58,화욜날 하한가 한번 맞아봐야,412,3,10
2023.04.30 08:41,아 평단 39100에 100주인데,560,0,2
2023.04.30 08:31,다시 역으로 상한가 말면 몇 방 간다.,610,14,7
2023.04.30 08:24,매수모드 진입했나?,309,1,2
2023.04.30 08:17,"엉 ㅇ ㅏㄱ ㅏ 문제로 삼는게 있다면 바로,. .",316,1,1
2023.04.30 08:00,물량 지킵시다.,352,18,3
2023.04.30 07:51,"ㅇ ㅏ~~~~~~~ 진 ㅈ ㅈ ㅏ,. . 평단가 3만원 이상은?",299,1,2
2023.04.30 07:27,으이구 바보들야~,320,2,0
2023.04.30 07:23,2만3쳔~3만4쳔 구간 무한반복 ㅋㅋㅋ ,332,3,5
2023.04.30 07:19,중단!ㄷㄷㄷ,296,0,0
2023.04.30 06:15,지금이 최고점임 화요날 보자고ㅎㅎ,596,4,6
2023.04.30 05:56,대성 대주주의 속마음,390,0,0
2023.04.30 05:46,음,380,7,2
2023.04.30 05:44,적정 주가 ,383,9,0
2023.04.30 05:28,작업 끝난 주식,272,0,0
2023.04.30 02:46,대주주물량 던지겠니ㅋㅋ,468,2,0
2023.04.30 02:45,미수 반대매매 조심 해야 할것 같다,507,1,4
2023.04.30 02:42,너네 단타 안쳐봤어?,327,1,2
2023.04.30 02:27,방금 꿈꾸고 나서 글쓴다 내꿈은 예지몽~,491,4,5
2023.04.30 01:47,23000,230,0,1
2023.04.30 01:16,개미들이 다 받았네 ...,405,2,2
2023.04.30 01:09,폭락전 매도하지 않은 회사 대표,564,3,0
2023.04.30 00:40,개기금 OOO 새끼들,384,1,0
2023.04.30 00:09,PER가 150인데 무슨 기대할 게 있나?,705,4,7
2023.04.30 00:37,PER가 150인데 무슨 기대할 게 있나?,221,3,0
2023.04.30 00:06,지상파 보도가 끝,494,9,1
2023.04.29 23:55,음..,300,2,0
2023.04.29 23:31,재미난 사실 발견,806,24,2
2023.04.29 23:21,"尹, 우크라 무기 지원 가능성 재차 시사… “다양한 옵션 있다”",262,1,1
2023.04.29 23:04,이게,275,2,2
2023.04.29 22:48,돌아가는 상황을 보니,408,9,0
2023.04.29 22:14,개미들을 물로보?ㅋ,314,1,1
2023.04.29 22:08,안티 많은게  노리는것들  많군,262,6,1
2023.04.29 21:44,공중파 방송에서,914,30,8
2023.04.29 21:39,만주삿는디,325,2,4
2023.04.29 21:26,대성 홀딩스는 2만원짜리 주식이다,292,0,3
2023.04.29 21:36,얌마 삼성전자 원래 8천원짜리야.,184,2,1
2023.04.29 21:26,작전종료를 선포합니다,290,2,2
2023.04.29 21:22,이제  작전세력 다 도망간겨?,309,8,0
2023.04.29 21:10,세상에서 주식이 가장쉽네요 60% 개꿀,489,1,8
2023.04.29 20:57,어제 시초가에 매수해서,512,3,2
2023.04.29 20:51,음..,361,13,3
2023.04.29 20:48,폭락전 매도하지 않은 회사,537,12,0
2023.04.29 21:03,폭락전 매도하지 않은 회사,197,5,0
2023.04.29 23:04,그래서  우찌된다는 겁니까?,97,0,0
2023.04.29 20:41,싸다고 덥석 물었다간,374,2,3
2023.04.29 20:32,5개월전 찐고수,270,0,0
2023.04.29 20:29,대성 2만5 천에 아가리 쩌억,356,3,6
2023.04.29 20:23,"심각하네,,",537,3,6
2023.04.29 20:19,화요일에 확실히 간다,334,3,5
2023.04.29 20:17,[삭제된 게시물의 답글]냉정하게 생각을 좀 합시다..ㅡㅡ,198,3,0
2023.04.29 20:08,딱 보면 알수있다.,380,2,4
2023.04.29 20:05,인천도시가스 시총 1100억....,353,1,1
2023.04.29 20:05,대성 홀딩스는 거래정지 될거에요,484,2,3
2023.04.29 20:03,어제대박친 대박  50 퍼,238,1,3
2023.04.29 19:57,1만원대로 빠진다.,284,3,5
2023.04.29 19:48,첫하따 기준가 91100원에서 -62.62% 하락,217,0,3
2023.04.29 19:13,그동안 마니도 올랐네~~,276,2,2
2023.04.29 19:11,3년 내 최저가 대비 상승률,342,2,6
2023.04.29 18:38,평단38000원,515,0,3
2023.04.29 22:57,평단38000원,84,0,0
2023.04.29 18:33,"주식수가 16,000,000 정도 인데",556,4,1
2023.04.29 18:18,나쁜놈들 같으이라고……,307,3,0
2023.04.29 18:07,담주 점상 간다 올라탈 기회줏는데 ㅋㅋ,437,5,3
2023.04.29 18:05,하한가 4번에 하루 상승. 75프로,492,17,2
2023.04.29 18:03,이제는,320,4,0
2023.04.29 17:58,나락작전주 시초대비 로또,203,0,2
2023.04.29 17:56,라씨한테고맙다고들해라,284,3,0
2023.04.29 17:50,3000 리가 살려줬다,186,0,0
2023.04.29 17:50,임창정 ,326,5,1
2023.04.29 17:08,아무리지랄을떨어도,354,8,0
2023.04.29 16:54,금융감독원 개소리,329,5,0
2023.04.29 16:53,화요일,609,5,0
2023.04.29 16:51,잘먹었습니다 ,434,1,0
2023.04.29 16:52,쳐먹어서면꺼져,171,9,0
2023.04.29 16:24,그랜져 한대,218,0,0
2023.04.29 15:54,지금 뉴스나오고 난리네,966,4,13
2023.04.29 15:53,금양에도,291,0,1
2023.04.29 15:42,세력들은 알고있다. 어제 던진미끼에..,641,6,3
2023.04.29 15:30,당랑포선 황작재후....ㅋ,382,1,0
2023.04.29 15:29,주가조작 사태와 관련없이 가격은 차트대로 움직입니다.,287,0,1
2023.04.29 15:29,이거 3하방 더남음,458,1,9
2023.04.29 15:28,거래정지 계좌정지 후 조사를 해야지,455,1,5
2023.04.29 15:20,참고해라,530,3,0
2023.04.29 14:58,폭락전 매도하지 않은 회사,606,8,2
2023.04.29 14:57,확률 보면 폭락할 확률보다 폭등 확률이 더 높고 우세한게 사실이죠.,603,16,1
2023.04.29 14:48,지금 공매도 수익률이 말이되냐?ㅋㅋ,530,5,0
2023.04.29 14:47,평단,317,1,0
2023.04.29 14:41,작년말에 관심종목 올렸었는데.,397,1,0
2023.04.29 14:38,이 종목이 제일 악질이네ㅋㅋㅋㅋㅋㅋ,469,3,1
2023.04.29 14:24,[0141] 종목별 신용매매동향 - 잔존 주작의 여지,199,0,0
2023.04.29 14:19,공매세력 1차로 금요일 해먹음,315,0,4
2023.04.29 14:13,압수수색 시작했댄다.. 여기 어쩌냐,491,1,7
2023.04.29 14:10,형이 항상 말하자나..한국주식은,367,2,1
2023.04.29 14:06,삼양사 이런 실적주 품절주를 작전해야지 도시가스주를 작전하다니,226,0,2
2023.04.29 13:58,아직도 불안정,330,1,0
2023.04.29 13:41,이게 주식시장이냐?노름판 투기판때기지...,357,1,0
2023.04.29 13:25,신용 물량,417,10,0
2023.04.29 13:22,1만원대가 적당한듯,416,0,4
2023.04.29 13:10,지금 이게 싸 보이나???,480,1,1
2023.04.29 13:09,주가 조작과 내통 ,237,0,3
2023.04.29 13:09,주가 조작과 내통 ,237,0,3
2023.04.29 13:09,이주식 아직 멀렀다..하락..7000원까지,218,0,8
2023.04.29 13:05,Hoxy,200,1,0
2023.04.29 12:59,창정아 마누라하고 조사받자.,353,10,0
2023.04.29 12:58,대한민국 개쪽팔린다,328,2,0
2023.04.29 12:52,이거 담주 ㅡ20%한번더 기회주면 탑승해라,363,1,5
2023.04.29 12:49,이 정도면 금감위 직원들 계좌도 수사해야 하지 않냐?,307,1,0
2023.04.29 12:45,대성홀딩스 전략,199,0,0
2023.04.29 12:39,공매의 중요성,172,0,0
2023.04.29 12:25,상가 집 밥  얻어 먹었음 조용히 나오시게,325,1,2
2023.04.29 12:15,김건희부터 일단 잡아 처넣자..,401,11,6
2023.04.29 12:07,라덕연 땡큐!^^,442,2,1
2023.04.29 11:45,난긴말안한다,406,11,2
2023.04.29 11:36,[기사] 대성홀딩스 지분율과 유통주식수,509,7,0
2023.04.29 11:21,김건희가 대가리인데 ,347,5,7
2023.04.29 11:20,고점 대비 10만원 하락했네,397,5,3
2023.04.29 11:12,사기전문 학원 주위에 많이 생겼다,354,0,0
2023.04.29 11:04,사기치기 좋은 나이,335,1,0
2023.04.29 11:02,미증시 개급등했네 시초 빨갱이네,162,0,1
2023.04.29 10:59,이번 주가조작 종목은 건들지마라,394,1,1
2023.04.29 10:58,8 개중에 제일 메리트가 많다!!!,364,4,1
2023.04.29 10:52,■ 돈복사 종목! 전고점 가즈아 ■,276,1,0
2023.04.29 10:51,안티들 헛소리 개웃기네,342,9,1
2023.04.29 10:48,이번 주가조작 대가리 진짜 모르냐,321,6,4
2023.04.29 10:40,하한가 4번 맞은 종목인데,311,1,0
2023.04.29 10:28,이런 종목은 상폐시켜야 하는데,339,2,10
2023.04.29 10:25,대성홀딩스주주님들,187,0,1
2023.04.29 10:15,금융감독원 개소리,312,4,2
2023.04.29 10:11,Sg CFD종목 8개 다 정지못한다,503,1,12
2023.04.29 10:04,평단 27000원,329,1,4
2023.04.29 10:02,야 솽노무 새기들아.,307,9,1
2023.04.29 09:48,네이버 주식 게시판을 이용하는 투자자는 5% 그 이외의 투자자들은 어디서 무었을 보고투자 할까요 ?,195,0,0
2023.04.29 09:25,안티놈들 답이 없다,386,14,1
2023.04.29 09:17,이 놈만 시간외 크게 하락이네,273,0,0
2023.04.29 09:13,오랜시간 장기 상승한 종목이더만..그럼 급락은 당연할 수도..,297,0,2
2023.04.29 08:59,어찌하였든 대주주 매도에 ,751,1,10
2023.04.29 09:15,또라이육백치고자빠졌네,206,7,0
2023.04.29 08:37,대주주,500,1,4
2023.04.29 08:54,머리는샘플이가,218,3,0
2023.04.29 08:31,아니,369,11,1
2023.04.29 08:09,ㅋㅋ,222,0,0
2023.04.29 07:49,죽쒀 개준꼴,529,4,0
2023.04.29 07:38,환불 되나요?,603,6,0
2023.04.29 07:31,대성홀딩스자체가피해자다,449,2,6
2023.04.29 07:28,아니 이게 맞냐,246,0,0
2023.04.29 06:57,압수ㆍ수사들어 갔으니,410,1,1
2023.04.29 06:27,화욜 시초가 다시 ㅡ20%에서 말아올릴듯..,607,1,7
2023.04.29 06:14,안티많아서,354,4,1
2023.04.29 06:11,대성홀딩스대주주,448,16,1
2023.04.29 06:08,나 평단 118000,768,4,0
2023.04.29 06:06,흑흑,427,7,0
2023.04.29 05:49,삼성전자만 그렇게 오르라는 법이있나,285,1,1
2023.04.29 05:47,"""-927%"", ""난 72억 날렸다""…CFD 투자자 손실 인증글 잇따라  입력2023.04.28. 오후 2:52  ?  ?수정2023.04.28",532,2,1
2023.04.29 05:42,Sg사태인줄 누가아노,295,1,0
2023.04.29 05:39,개미들만 피해보았는데. 무슨거래정지냐,327,8,4
2023.04.29 05:30,넘 우끼다,264,1,0
2023.04.29 05:15,자꾸 기자고 개미고 헛소리 쓰는데,307,5,3
2023.04.29 04:24,오늘 3억 벌었다 세상에 주식이 이렇해 쉽구나,364,4,1
2023.04.29 03:55,급반등! 주가조작 가담한 인간들 물량을 받아주냐??,351,4,3
2023.04.29 03:42,망함,307,3,6
2023.04.29 00:45,그래도 다행인 것은...,519,8,0
2023.04.28 23:57,그냥 홀딩혀라~,912,12,5
2023.04.28 23:56,야오늘,292,2,0
2023.04.28 23:49,오늘 이놈 때문에 기분이좋다,735,5,0
2023.04.28 23:47,잠이 안오면 반드시 읽으세요 ,598,5,2
2023.04.28 23:46,음. ,422,6,0
2023.04.28 23:46,현물시장에 파생상품의 개념이…,208,1,0
2023.04.28 23:17,대주주도한패임? 이걸익절안하네 ㅋㅋ,282,2,0
2023.04.28 23:07,적자회사는 아님,244,0,0
2023.04.28 23:04,뉴스에 난리네요.,620,8,0
2023.04.28 23:04,연기금,249,1,0
2023.04.28 23:01,여기어쩐다냐   에효..ㅠ,226,0,0
2023.04.28 23:00,[삭제된 게시물의 답글]금감원하고 주가조작,142,0,0
2023.04.28 22:53,드디어 거래정지네... 다들 어쩔거냐??,791,4,7
2023.04.28 22:50,이런건 하루단타로 방망이 짧게 져야한다,173,1,3
2023.04.28 22:42,사건의 전모. 그리고 마지막 열쇠 (다우데이타 위주로),429,6,0
2023.04.28 23:35,사건의 전모. 그리고 마지막 열쇠 (다우데이타 위주로),122,0,0
2023.04.28 22:34,OOO들 회장 꼭대기에팔았네,298,6,0
2023.04.28 22:32,기관은,161,1,0
2023.04.28 22:29,토론방안보냐?,196,4,1
2023.04.28 22:27,스윙매매로 꾸준히 수익낼 수 있나요?,147,0,0
2023.04.28 22:27,500주.,295,0,3
2023.04.28 22:22,월요일부터 떡락 다시 시작이다,182,2,4
2023.04.28 22:21,[단독]국내 서브컬처 게임 흥행...한·중·일 수출예정,124,0,1
2023.04.28 22:19,금융감독원 개소리,184,7,1
2023.04.28 22:19,뭐 어찌되었든 지난주 13만원인 주식을,348,6,1
2023.04.28 22:15,언능,195,0,5
2023.04.28 22:14,월요일에 장 열립니까?,188,1,2
2023.04.28 22:13,금융감독원 개소리,124,1,1
2023.04.28 22:12,지금 대출받아서 1억이상 사는놈 ㅡ...ㅡ,229,5,1
2023.04.28 22:07,야이 솨ㅏㅇ노무 새귀들아.,168,10,2
2023.04.28 22:03,Pbr,233,1,1
2023.04.28 21:52,적정주가는 최고 24000원입니다,326,2,8
2023.04.28 21:51,주가 조작 놀이터...,151,2,1
2023.04.28 21:48,기타 법인 엄청나게 팔고 있네요,195,1,3
2023.04.28 21:45,이주식은 만원대로 하락할듯,145,2,5
2023.04.28 21:32,이거 주가 조작 아녔으면 만원짜리 아니에요??,292,1,6
2023.04.28 21:30,내가쓰는 증권회사 사장놈,178,3,1
2023.04.28 21:16,K 증권...회장님 ,251,3,0
2023.04.28 21:15,주식 잘하는법 알려주리??,222,4,0
2023.04.28 21:15,형들 지랄하고 자빠졌네. 지랄동생 왔다~ㅎ,210,6,1
2023.04.28 21:08,지금 가격 매력있냐?,210,2,4
2023.04.28 21:06,오늘 들어간 ㅄ 손!,192,0,1
2023.04.28 21:01,SG사태로 누가 돈을 젤 많이 벌었을까?,251,1,0
2023.04.28 21:00,힘드시겠지만 현실적으로 말씀드리겠습니다,315,8,0
2023.04.28 20:59,이 자리에서...,168,1,1
2023.04.28 20:57,상 하한이 30% 상향후 4연속 하한가 본적이 없음,369,4,3
2023.04.28 20:42,대성 먹고 CJ로 가자,161,1,0
2023.04.28 20:35,아침에 시작하자 마자 매수하니까,189,0,0
2023.04.28 20:29,이러다,251,3,5
2023.04.28 20:19,-0.99% 화요일 후달리네.. 화요일 좀 올라라~,230,2,0
2023.04.28 20:11,오늘 들어간 사람 월요일  하방맞겠다,381,2,5
