Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,10350.000000,10400.000000,10300.000000,10350.000000,10249.188477,40389
2018-01-03,10300.000000,10350.000000,10200.000000,10250.000000,10150.163086,92555
2018-01-04,10250.000000,10350.000000,10150.000000,10250.000000,10150.163086,105566
2018-01-05,10300.000000,11300.000000,10250.000000,11000.000000,10892.857422,543313
2018-01-08,11150.000000,11550.000000,10900.000000,11500.000000,11387.987305,262405
2018-01-09,11550.000000,11700.000000,11200.000000,11350.000000,11239.448242,147115
2018-01-10,11350.000000,11650.000000,11300.000000,11500.000000,11387.987305,113757
2018-01-11,11500.000000,11650.000000,11150.000000,11550.000000,11437.500000,141537
2018-01-12,11550.000000,12000.000000,11050.000000,11900.000000,11784.090820,221521
2018-01-15,12000.000000,12150.000000,11700.000000,12000.000000,11883.117188,118373
2018-01-16,12000.000000,12300.000000,11900.000000,12100.000000,11982.143555,112881
2018-01-17,12100.000000,12200.000000,11800.000000,12100.000000,11982.143555,129861
2018-01-18,12100.000000,12300.000000,11950.000000,12100.000000,11982.143555,110748
2018-01-19,12100.000000,12450.000000,12050.000000,12250.000000,12130.682617,154615
2018-01-22,12300.000000,12300.000000,11900.000000,11950.000000,11833.604492,106397
2018-01-23,11950.000000,12550.000000,11900.000000,12500.000000,12378.247070,190273
2018-01-24,12800.000000,15300.000000,12650.000000,14300.000000,14160.714844,3172870
2018-01-25,14150.000000,14350.000000,13900.000000,14300.000000,14160.714844,423429
2018-01-26,14300.000000,14400.000000,14000.000000,14050.000000,13913.149414,245649
2018-01-29,14100.000000,14800.000000,14050.000000,14500.000000,14358.766602,426537
2018-01-30,14300.000000,14800.000000,14300.000000,14600.000000,14457.792969,223038
2018-01-31,15400.000000,16900.000000,14650.000000,14650.000000,14507.305664,1288069
2018-02-01,14700.000000,15500.000000,14450.000000,15150.000000,15002.435547,472645
2018-02-02,15200.000000,15350.000000,14300.000000,14700.000000,14556.818359,461240
2018-02-05,14300.000000,14400.000000,13650.000000,13650.000000,13517.045898,361804
2018-02-06,null,null,null,null,null,null
2018-02-07,13900.000000,13900.000000,12900.000000,12900.000000,12774.350586,357345
2018-02-08,12950.000000,13350.000000,12500.000000,13350.000000,13219.967773,181540
2018-02-09,12800.000000,13100.000000,12700.000000,12950.000000,12823.864258,162457
2018-02-12,13150.000000,13600.000000,13000.000000,13200.000000,13071.428711,177882
2018-02-13,13500.000000,13550.000000,13050.000000,13150.000000,13021.916016,125267
2018-02-14,13200.000000,13350.000000,13000.000000,13150.000000,13021.916016,89820
2018-02-19,13250.000000,13700.000000,13250.000000,13500.000000,13368.506836,140952
2018-02-20,13550.000000,13600.000000,13100.000000,13200.000000,13071.428711,108277
2018-02-21,13400.000000,13450.000000,13150.000000,13300.000000,13170.455078,84056
2018-02-22,13350.000000,13500.000000,13100.000000,13100.000000,12972.403320,113650
2018-02-23,13200.000000,13350.000000,13150.000000,13200.000000,13071.428711,66504
2018-02-26,13350.000000,13600.000000,13250.000000,13450.000000,13318.994141,118564
