날짜,제목,조회,공감,비공감
2023.04.28 10:46,역대급거래량,122,0,0
2023.04.28 10:46,항만터미널은  한번 만들어놓으면,106,0,1
2023.04.28 10:43,다들 가는데 너만...ㅠ 빨봉가자~,151,4,2
2023.04.28 10:43,지난주에 17만원사고,215,2,3
2023.04.28 10:41,서울가스 다우데이터 삼천리,142,3,0
2023.04.28 10:38,다들 물타고 빠져나오려고하지만,136,1,1
2023.04.28 10:37,월요일부터 급등한다에,175,1,3
2023.04.28 10:37,2만원 언저리 주식,127,2,1
2023.04.28 10:37,35000원진입한다,129,2,0
2023.04.28 10:36,흑우들,119,1,0
2023.04.28 10:36,미쳤다고 신규세력이 굳이 이종목에서 돈질하겠냐?,135,0,0
2023.04.28 10:35,살려주세요,208,0,1
2023.04.28 10:35,투기꾼,96,0,0
2023.04.28 10:35,종가28300원,94,0,0
2023.04.28 10:34,아직도 고평가,118,2,1
2023.04.28 10:34,개인들 불나방 뛰어드넹,109,1,0
2023.04.28 10:33,"기술적 반등, 오후 재하락...",108,1,0
2023.04.28 10:32,임창정,108,0,0
2023.04.28 10:32,꼴좋다,92,0,0
2023.04.28 10:32,28300에5주만산다,114,0,0
2023.04.28 10:31,원래 손실도 나눠 가져야해 ㅋㅋㅋ,108,1,0
2023.04.28 10:31,소소하게,84,0,0
2023.04.28 10:31,드럽게찾네 ㅋ,95,0,0
2023.04.28 10:30,종가는 -14%%%,94,0,0
2023.04.28 10:29,얘는 기존주주들은 안팔거나 이미팔았고,128,0,0
2023.04.28 10:29,주포옵하야 하한가6번만더가자,96,0,0
2023.04.28 10:29,ㅡㅡ,84,0,0
2023.04.28 10:28,장초 잡은 상남자들은,170,0,0
2023.04.28 10:28,마지막까지 탈탈  털어먹네~~,103,0,0
2023.04.28 10:27,ㅋㅋㅋ,98,0,2
2023.04.28 10:27,선광,89,0,0
2023.04.28 10:27,고꾸라진다...다시,98,0,0
2023.04.28 10:27,쓰레기를 돈 주고 사지마라.,97,1,0
2023.04.28 10:26,작전세력이 1년동안 작업했다고 쳐. ,158,1,0
2023.04.28 10:26,대성으로 대장이다,89,0,0
2023.04.28 10:26,시진핑 방한 ,92,0,0
2023.04.28 10:25,욕심 안부리고 적당히 정말,112,1,0
2023.04.28 10:25,솔직히 연기금에서 매수해줘야된다,104,1,0
2023.04.28 10:25,둘중에 하나,113,0,0
2023.04.28 10:24,20%먹고 털었다,95,0,1
2023.04.28 10:24,대 에코프로 주주님이다. ,87,0,0
2023.04.28 10:24,단타10%먹고 나왔는데 ㅋㅋ,194,1,1
2023.04.28 10:23,대한민국 폭등주 발굴1인자 아니더냐,145,3,0
2023.04.28 10:23,혼자만 음봉 외톨이 ㅋㅋ,117,1,1
2023.04.28 10:22,다시 말한다 3차 vi 42050원,111,2,0
2023.04.28 10:22,아난티로오세요,95,0,1
2023.04.28 10:22,창정이형 기다려!,110,3,0
2023.04.28 10:22,아무리 해도 회사 매출액이나 영업이익 대비 시총은 지켜줄듯한데,184,2,1
2023.04.28 10:21,매수했다. ,99,2,0
2023.04.28 10:21,■하한가 4방이  뭐니????■■■,105,2,0
2023.04.28 10:21,와우~삼천리 +12%,110,4,0
2023.04.28 10:20,조조클럽 홧팅. 열심히 텔레그램 지령내려라,95,2,0
2023.04.28 10:20,곧 불개미 피해커져 검찰 정지가,101,1,1
2023.04.28 10:20,양봉 카즈하~~,109,2,0
2023.04.28 10:20,아직도 고평가,121,2,0
2023.04.28 10:19,빨간불 보여주고,114,1,1
2023.04.28 10:18,매도물량 나옵니다,121,1,2
2023.04.28 10:18,대성홀딩스,113,2,0
2023.04.28 10:18,불나방들 잘가라,105,2,1
2023.04.28 10:18,오늘 선광 대성으로 30퍼먹음ㅋㅋㅋ,130,0,3
2023.04.28 10:18,ㅈ댓다,159,1,0
2023.04.28 10:18,와 진짜 ㅋㅋㅋ,106,1,0
2023.04.28 10:17,상,100,1,0
2023.04.28 10:17,오늘 38500에 들왔는데,116,1,0
2023.04.28 10:17,20%,92,0,0
2023.04.28 10:17,"42,050원",108,2,1
2023.04.28 10:16,다른 7종목 모두 양봉 상승중!,122,3,0
2023.04.28 10:16,불기둥 ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ,97,0,0
2023.04.28 10:16,잘 먹고 갑니다ㄱㅅㄱㅅ 25%~,150,0,0
2023.04.28 10:15,두번째,95,0,0
2023.04.28 10:14,앞선 빛날광,92,0,0
2023.04.28 10:14,양전 개꿀이네 ㅋㅋㅋㅋ,103,0,0
2023.04.28 10:14,선광이  돈잘벌고,128,2,1
2023.04.28 10:13,아니 선광아 빨간불에서 놀자고,92,0,0
2023.04.28 10:13,내일까지 하한가 거래정지가능,118,1,0
2023.04.28 10:13,개미들 자처해서 세력 총알받이 해주네,99,0,0
2023.04.28 10:13,넘모 맛있다,92,0,0
2023.04.28 10:12,"상가겠네,,유통물량적어,,",120,2,0
2023.04.28 10:12,여긴머냐?,109,1,0
2023.04.28 10:12,선광 대성은 내일까지 하한가가야지 먼ㅋㅋ,189,0,0
2023.04.28 10:12,이게 바로,119,0,0
2023.04.28 10:12,우와,111,1,0
2023.04.28 10:11,ㅋㅋㅋㅋ선광늦게가서 20퍼넘게먹음,137,0,0
2023.04.28 10:11,딱봐도 설거지니까 짧은 템포로 먹고 나와라,93,0,0
2023.04.28 10:11,돌았다,91,1,0
2023.04.28 10:11,42000원가즈아,85,0,0
2023.04.28 10:11,감사합니다,81,0,0
2023.04.28 10:10,선광 1시간뒤 양전,117,2,0
2023.04.28 10:09,혼자 음봉이네,95,0,1
2023.04.28 10:09,설마~ 오늘 양전에,105,1,0
2023.04.28 10:09,8인방중 유일하게 마이너스네..ㅋ,87,0,0
2023.04.28 10:09,오늘은 무조건 상,89,1,0
2023.04.28 10:09,선광도 곧 양봉으로 전환됩니다,85,4,0
2023.04.28 10:08,거래량보소 역대급ㅎㄷㄷㄷ,95,0,0
2023.04.28 10:08,와..,88,1,0
2023.04.28 10:08,빛이나네 선광,87,0,0
2023.04.28 10:07,자기그릇만큼 ,104,2,0
2023.04.28 10:07,종가 최소 보합이구만~~,98,1,0
2023.04.28 10:06,선광이 제일 좋아 보임.종가 4만원 돌파예상,142,1,0
2023.04.28 10:06,매수가 31800원입니다.,143,1,0
2023.04.28 10:06,"4종 중, 기타법인 매수",105,1,0
2023.04.28 10:06,3/18일 부터 공매도꾼들 대박,102,0,0
2023.04.28 10:05,월요일엔 더 올라갑니다.,108,3,0
2023.04.28 10:05,5일전,84,0,0
2023.04.28 10:05,지금부터 모아가면 20만가나?,86,0,0
2023.04.28 10:05,2연상이네,101,0,0
2023.04.28 10:05,★오늘부터 또 다른 새력이 등장햇구먼★,111,1,0
2023.04.28 10:03,드디어 선수교체,151,3,0
2023.04.28 10:03,유통물량 3바퀴 돌면 알지? 개폭등,137,1,0
2023.04.28 10:02,그기 아잉가..?,103,1,0
2023.04.28 10:01,임창정 계좌 플러스됐겠네,129,0,1
2023.04.28 10:01,종합지수 갉아먹지말고 폭락 상폐해라,87,0,0
2023.04.28 10:01,4짜는 봐야지,94,1,0
2023.04.28 10:01,삼천리 vi...,92,0,0
2023.04.28 09:59,해외~~~~,166,1,1
2023.04.28 09:59,시총도 작은게 제일 약하네 ㅋㅋㅋ,117,0,1
2023.04.28 09:59,수급을봐라ㅋㅋ시총 넘었다,123,0,1
2023.04.28 09:58,적정주가2만,118,2,1
2023.04.28 09:58,소액 사볼려고 하는데요. 종가에 사면 더 쌀까요?,133,0,1
2023.04.28 09:57,평단가 35950,153,4,1
2023.04.28 09:57,"130만주개미들,,",128,1,0
2023.04.28 09:56,"선광은 지난주 금요일에 17만원짜리였음,ㅋ",193,6,1
2023.04.28 09:56,기존 주주들,115,1,0
2023.04.28 09:56,탈출은 지능순,106,0,0
2023.04.28 09:55,선광 평소에 거래량이,137,1,0
2023.04.28 09:54,하한가에서 상한가로 가면 하루 60%수익?,126,2,0
2023.04.28 09:53,상한가에서 하한가로 직행하는건 몇번봤는데,208,2,0
2023.04.28 09:53,33100에 잡았는데 언제 팔지 ㅋㅋㅋㅋ,145,1,0
2023.04.28 09:52,대성홀딩스 꼬봉,117,1,0
2023.04.28 09:52,가즈아,89,1,0
2023.04.28 09:52,상가겟네,127,2,0
2023.04.28 09:51,선수교체,97,0,0
2023.04.28 09:51,대성 선광중 골랐는데,172,1,0
2023.04.28 09:50,이놈이 제일,129,0,1
2023.04.28 09:50,여기가 단타맛집인가용? 꺼어어어어억,96,0,0
2023.04.28 09:50,유보율 5천% 종목이 16만원에서 3만 5천원이 된것임 ㅋㅋ,173,5,1
2023.04.28 09:49,종가 상,94,0,0
2023.04.28 09:48,선광으로 ,90,0,0
2023.04.28 09:48,선광도 보합까지가자,86,0,0
2023.04.28 09:48,단기 적정가,145,3,0
2023.04.28 09:47,"38,300원",111,2,0
2023.04.28 09:47,6만원 간다,106,3,0
2023.04.28 09:46,단타쟁이들,86,1,0
2023.04.28 09:46,이회사,93,0,0
2023.04.28 09:46,일단 역대 최저가 근처가 내평단이다,81,0,0
2023.04.28 09:46,지금 같이 들어갈 야수 없나?,91,1,0
2023.04.28 09:45,대성홀딩스 따라움직인다,81,0,0
2023.04.28 09:45,시총이 2천억 따리 수급만 붙음 폭등,88,1,0
2023.04.28 09:45,선광은 유보율이 자그마치 5천%임,122,6,0
2023.04.28 09:44,담주까지 홀딩~~,94,1,0
2023.04.28 09:44,시총싸다,106,1,0
2023.04.28 09:44,빨간불 들어오겠네 ㅋㅋㅋㅋㅋㅋㅋㅋ,99,0,0
2023.04.28 09:43,이가격에 파는이는 뭡니?,100,0,0
2023.04.28 09:43,배당금,114,0,0
2023.04.28 09:42,코인이라 생각하면 됨. 회사의 가치따위 ㅋㅋ,103,1,0
2023.04.28 09:42,지금사면 20프로 묵냐,98,4,0
2023.04.28 09:42,다음주 화요일 장중이나 막판에 사세요,96,1,1
2023.04.28 09:41,11층에 ,112,3,0
2023.04.28 09:41,선광 로즈엘,85,1,0
2023.04.28 09:40,바닥,98,1,0
2023.04.28 09:40,매수,95,0,0
2023.04.28 09:40,대장주 목표가 10만원,113,2,0
2023.04.28 09:40,10프로 꺼어어어억,87,0,0
2023.04.28 09:39,대장~~~~,88,0,0
2023.04.28 09:39,아침에 삼천리 탔다가 영 아니어서,94,1,0
2023.04.28 09:39,흐름좋다,75,0,0
2023.04.28 09:39,솔직히 대성홀딩스보다 이놈이 난데ㅋㅋ,93,1,0
2023.04.28 09:39,빨리 잡아라..인생연전 절호의 기회다.오늘 상한가다.,92,1,0
2023.04.28 09:38,대성은 홀딩스라 뻥튀기임 이놈이 진국임,86,0,0
2023.04.28 09:38,31200원에 잡았는데,111,1,0
2023.04.28 09:38,Vi,98,1,0
2023.04.28 09:37,SG관련 모둔 하한가 종목들이 모두 반대매매 물량이 소화되었으므로,139,4,0
2023.04.28 09:35,가즈아?,88,0,0
2023.04.28 09:35,이야. 첫날 팔걸 ,113,0,0
2023.04.28 09:35,상한가,103,1,0
2023.04.28 09:35,일단 오늘은 보합 마물하자,82,0,0
2023.04.28 09:35,팔어,81,0,1
2023.04.28 09:35,다시 개떡상중이네,86,0,0
2023.04.28 09:34,하역터미널이 ,93,1,1
2023.04.28 09:34,힘내세요,76,0,1
2023.04.28 09:34,이게?,80,0,0
2023.04.28 09:34,선광풀매수!!!,89,1,0
2023.04.28 09:32,삼천리대장,124,1,0
2023.04.28 09:31,매수,93,0,0
2023.04.28 09:31,선수,86,0,0
2023.04.28 09:30,내가 사는종목 다 지하로 가더라,98,0,0
2023.04.28 09:28,선광도,150,1,0
2023.04.28 09:28,일단은,117,1,0
2023.04.28 09:27,상한가 마감 ,129,2,0
2023.04.28 09:27,작전세력 그래도 우량기업만 작전했넹,159,5,1
2023.04.28 09:25,왜하한가안가고,119,1,1
2023.04.28 09:23,적정주가 왔네,134,1,0
2023.04.28 09:23,8형제 중에서도 제일 쓰레기구먼..ㅋ,120,2,0
2023.04.28 09:23,미끄럼틀 끝났나?,104,1,0
2023.04.28 09:23,왜 창정이형 욕하죠?,117,1,2
2023.04.28 09:21,개털린 개하수들 없제,111,0,0
2023.04.28 09:21,대성홀 vi,108,0,0
2023.04.28 09:20,오늘 ,110,0,0
2023.04.28 09:20,대성은 우리재끼고가네,109,0,0
2023.04.28 09:19,유보율 5200%면,167,1,0
2023.04.28 09:17,시총도 작은게,126,0,0
2023.04.28 09:16,삼천리가 먼저 반등,133,1,1
2023.04.28 09:15,시총 2천억 품절주 수급,168,1,0
2023.04.28 09:14,대한민국 코스피,105,0,0
2023.04.28 09:14,대한민국 폭등주 발굴 1인자 아니더냐,168,0,3
2023.04.28 09:14,이제 팔수 있네..,133,1,0
2023.04.28 09:13,5퍼,103,0,0
2023.04.28 09:13,◆.매수,104,0,0
2023.04.28 09:13,또 조작?......대량 거래량 터지면서 장대음봉.......,136,1,0
2023.04.28 09:12,31000,92,0,0
2023.04.28 09:12,애들중에 이게 가장 무거운듯,105,0,0
2023.04.28 09:12,와우 풀렸다,113,0,0
2023.04.28 09:11,공포에,93,0,0
2023.04.28 09:11,시초가 2천 땡겼다. ,108,0,2
2023.04.28 09:11,하한가가 안갔을 뿐이지...,143,3,0
2023.04.28 09:10,Sg물량 소모,114,0,0
2023.04.28 09:09,투입 ㄱㄱㄱ,100,0,0
2023.04.28 09:09,예전 내추럴엔도텍 보는 듯 하네,110,0,0
2023.04.28 09:08,작전세력이 검찰한테 털렸는데,124,0,1
2023.04.28 09:08,주당 13만원 떨어졌기에 동시호가 10억 매수 했다,146,2,0
2023.04.28 09:08,현시간 기준 어제 오늘 유통물량 한바퀴 돔,152,2,1
2023.04.28 09:07,선광 대응방법 알려준다.,119,0,2
2023.04.28 09:07,삼천리 세방은 개같이 부활햇는데,121,0,0
2023.04.28 09:06,반등 못해...........점점 떨어진다.,104,0,0
2023.04.28 09:05,동호회,104,0,0
2023.04.28 09:05,2.5퍼,95,0,0
2023.04.28 09:05,시총 2천억대라ㅋㅋㅋㅋ,128,0,0
2023.04.28 09:05,적정주가,96,0,0
2023.04.28 09:04,천하제일 단타대회 시자아아악합니다.,119,1,0
2023.04.28 09:03,선광 오늘 동시호가10억 매수 이유,158,1,0
2023.04.28 09:02,하따 했다가 좋댄다잉,99,0,0
2023.04.28 09:02,하한가 풀리는건 아니지?,105,0,0
2023.04.28 09:01,힘내라 선광! 곧 루보를 넘어선다.,108,0,0
2023.04.28 09:00,10배 묵으러 가불자. 동상들아 풀로,96,0,0
2023.04.28 09:00,시초 하따 후 다시 잠길거다,112,0,0
2023.04.28 08:59,기관 폭락 주도하지마라,94,0,0
2023.04.28 08:59,드디어 풀렸네,113,0,1
2023.04.28 08:59,아직 멀었다 9천원 찍어야,104,1,1
2023.04.28 08:58,오늘 하따하고 월욜 20퍼손실가즈아!!,78,0,0
2023.04.28 08:58,상승,77,0,0
2023.04.28 08:58,교보증권 출현하나 ㅋ,78,0,0
2023.04.28 08:58,30만주 매도 물량 소화못한다,89,1,0
2023.04.28 08:58,줏댔네...,89,0,0
2023.04.28 08:58,하매도 급취소,83,0,0
2023.04.28 08:58,10연속 상한가 도전한다. 풀로 매수혀라,101,0,0
2023.04.28 08:57,잔량,92,0,0
2023.04.28 08:57,외인 보유 10퍼 ,92,0,0
2023.04.28 08:57,하에팔고 후회할듯 급취소,95,0,0
2023.04.28 08:56,하따...!,117,0,0
2023.04.28 08:56,반대매매 ,159,3,0
2023.04.28 08:55,오늘 단타,93,0,0
2023.04.28 08:55,햄이랑 같이 오늘 들어가서 딱 10배만 묵을,81,0,0
2023.04.28 08:55,몰빵건다 먼저 사야징,82,0,0
2023.04.28 08:55,세방으로 놀러오세요,85,0,0
2023.04.28 08:55,■ 아직 매수금지 ㅡㅋ,92,0,0
2023.04.28 08:54,오늘은 여긴가?,91,0,0
2023.04.28 08:54,하한가 풀리네요 ,94,0,0
2023.04.28 08:54,오늘 25프로 수익 가자,78,0,0
2023.04.28 08:54,ㅋㅋㅋ 사는척 오진다. 물량넘길려고.,79,0,0
2023.04.28 08:53,■반대매매 물량 ㅡ아직 많음 ㅡㅋ,92,0,0
2023.04.28 08:53,주가 적정선,126,2,1
2023.04.28 08:53,오늘 풀리겠네,99,0,0
2023.04.28 08:52,선광선광선광 단타탄타단타!!!!!,87,0,0
2023.04.28 08:52,안풀리는 이유? 물리면 답없음,96,1,0
2023.04.28 08:52,아직도 물량이 110만주나 남아있네,95,0,0
2023.04.28 08:52,이정도 대놓고 주가조작이면,116,2,0
2023.04.28 08:52,햄오늘 풀로 담보 땡겨가 10배 먹고,89,0,1
2023.04.28 08:52,정말,80,0,0
2023.04.28 08:52,월요일은 5% 하락시초,83,0,0
2023.04.28 08:51,물량봐라 ㅋㅋ,102,0,0
2023.04.28 08:51,여긴 5거래일째 하한가네요,85,0,0
2023.04.28 08:51,하림지주는 날라가나보네요 장전,89,0,0
2023.04.28 08:51,하따 함 가야재,81,0,0
2023.04.28 08:49,@@어제!! 산 개미들은 욕심이,97,0,1
2023.04.28 08:49,장 전에 13000여주 거래,99,0,0
2023.04.28 08:49,■ 거래정지 각ㅡ 튀는자가 승자다 ㅡㅋ,87,0,0
2023.04.28 08:49,하한가에 샀다가는 낼모레 하한가에 팔게된단다,97,1,0
2023.04.28 08:48,10000이적정가,93,1,1
2023.04.28 08:48,우째야쓰까 ,98,1,0
2023.04.28 08:48,개미털기에 1주도 내주지말자.주주들아,104,1,1
2023.04.28 08:47,여러분,84,0,0
2023.04.28 08:47,오늘 kg모빌리티 재상장날이다,106,0,0
2023.04.28 08:46,근데 뭘 죽네마네함? 우상향할때,95,0,0
2023.04.28 08:46,■ 여기 물린 사람ㅡ진짜 있냐??,95,0,0
2023.04.28 08:45,우박사!,110,2,0
2023.04.28 08:45,선광은 아직 고평가?,161,2,0
2023.04.28 08:44,오늘은..,123,1,0
2023.04.28 08:44,근데 진짜 이거 일반 개인주주들은 죽는거아님? ,184,2,0
2023.04.28 08:44,대단해,116,1,0
2023.04.28 08:43,5연하야?,120,2,0
2023.04.28 08:43,ㅜㅜ,105,2,0
2023.04.28 08:43,찹쌀떠억~~번개타안~~,101,1,0
2023.04.28 08:43,이번주는 무조건 쩜하라고 말했었다.,96,1,0
2023.04.28 08:42,설마 오늘도 하한가겠어,113,1,0
2023.04.28 08:42,하따...!,106,1,0
2023.04.28 08:41,언능,125,1,0
2023.04.28 08:40,세방전지 리튬밧데리공장,147,1,0
2023.04.28 08:40,장전에 산 사람은 주식하지 마라,181,2,1
2023.04.28 08:37,풀린다고 덤비지 말자,107,0,0
2023.04.28 08:36,솔직히 이거 주가 조작 아님 ,143,0,1
2023.04.28 08:35,30.5기록 세우자.,105,0,0
2023.04.28 08:35,어제 산 교보가 자전으로 탈출시도중,146,1,0
2023.04.28 08:34,근데 왜 매매중지안시킴?ㅋㅋㅋ,186,0,0
2023.04.28 08:34,1/5토막이라도 건져라,94,0,0
2023.04.28 08:34,"교보  지들 물랑 대놓고 거래시겼네.. 장후, 시간외단일가",159,2,0
2023.04.28 08:32,하풀릴듯 광란의 단타대회,95,0,0
2023.04.28 08:30,오늘도 쩜하구만,106,1,0
2023.04.28 08:30,하한가걸때 금감원 모니터링조심 극도로,102,0,0
2023.04.28 08:29,4방 쳐맞으면 어떤기분이려나,121,0,0
2023.04.28 08:25,아직 멀었다네요 풀리려면,135,1,0
2023.04.28 08:24,몇명  자살하고  피해자 대책위  수립해라,118,0,0
2023.04.28 08:21,하한가 풀려도,132,1,1
2023.04.28 08:19,오늘 빨간불임,159,2,1
2023.04.28 08:17,미국장 떡상했네,105,0,0
2023.04.28 08:13,화요일은 돼야 풀릴 듯.,120,0,1
2023.04.28 08:12,오늘 하한가 풀리겠지?,107,0,0
2023.04.28 08:12,월봉보면 사고싶디?,104,0,0
2023.04.28 08:11,이걸 누가사나.. ,119,1,0
2023.04.28 08:10,오늘 하한가 벗어날려고 프로게이머 섭외,107,0,0
2023.04.28 08:05,사연 받습니다.,108,0,0
2023.04.28 08:03,오늘 이거 하따하면 죽음이다.,146,1,0
2023.04.28 07:56,2년간 금감원이 안 잡은 이유,182,1,0
2023.04.28 07:54,'무더기 하한가' 와중에 줍줍?…작전세력 물량 받아낸 간큰 개미들 '하따',167,0,0
2023.04.28 07:53,신종 공매도꾼들 돈 많이 벌었겠군,101,0,0
2023.04.28 07:52,줄폭락하나요? ,94,0,0
2023.04.28 07:43,한방 손실복구,117,0,0
2023.04.28 07:41,☆금감원은 하한가 물량 조사하면 범인들 나올듯,151,1,0
2023.04.28 07:35,기관은 하락에 물타기하지마라!,110,0,0
2023.04.28 07:35,제 생각,107,0,0
2023.04.28 07:31,만원짜리를 지금 사?,120,1,0
2023.04.28 07:22,2020년주가 14000원대 ~~,182,1,0
2023.04.28 07:17,어제 하한가로 잘 샀네요 ㅎㅎㅎㅎㅎㅎ,334,1,5
2023.04.28 07:13,참 많이도 해 쳐먹었네,149,1,0
2023.04.28 07:08,만원,142,1,0
2023.04.28 07:08,기관이 매도 주도??,127,0,0
2023.04.28 06:58,단타가 기다려진다 몰빵,128,0,0
2023.04.28 06:43,"Bps가 58,858원 그냥둬도 급등할듯",173,0,3
2023.04.28 06:31,단타대회 종목 짧은시기 폭락이 역대급이죠,129,0,1
2023.04.28 05:47,화물 운송업체가,193,0,0
2023.04.28 05:39,25살 여자입니다 죽고싶네요...,723,1,13
2023.04.28 05:40,아이고,167,3,0
2023.04.28 05:28,힘드신분들꼭보세요,263,5,0
2023.04.28 05:10,이제는 펀드멘탈과 관계없이 하한가,171,0,1
2023.04.28 04:55,작전세력놈들이 나쁘지,218,1,1
2023.04.28 04:23,서울가스 대성에 올린글이다 그런데 진짜로 66000주 2회 50000주1회 매수한얼간이가 있었네 오늘 상친다고봤네 진정한 고수일지도 모르지 ,550,2,3
2023.04.28 02:46,■■5천이상 손실자 필독,555,3,4
2023.04.28 02:27,이게 이번 작전주 중에서 젤 많이 빠질듯,345,3,1
2023.04.28 02:16,놀리지 말자.......어짜피 주포자들이다..,275,0,2
2023.04.28 01:26,이건 아직도 왜케 비싸,222,1,1
2023.04.28 01:23,오늘 66000주 매수한분????,701,6,5
2023.04.28 01:19,내일,286,2,0
2023.04.28 01:05,직각삼각형 완성,351,3,0
2023.04.28 00:35,지옥 가지 마세요,164,0,2
2023.04.28 00:34,이 주식 작전인것은 다 알고 있었지?,181,0,2
2023.04.28 00:16,시간외매수 정체나왔네요,633,7,1
2023.04.28 00:14,내일...,173,0,2
2023.04.28 00:13,속보!,318,2,1
2023.04.27 23:46,하따 삼총사 중에 그나마 낫네,459,3,5
2023.04.27 23:35,꼬리가 길면 잡힌다,249,4,2
2023.04.27 23:23,3년 올린거 1주일만에 제자리ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,145,0,1
2023.04.27 23:17,전세 사기는 대책 세워주고..,172,4,5
2023.04.27 23:14,대성홀딩스와 함께 하한가 5방에 도전 중인데,187,2,1
2023.04.27 23:13,나 청각장애2급 니들이 비웃는 청각장애인인데,168,0,2
2023.04.27 23:09,금감원은 오늘 182천주 매수한 교보창구 확인 하라,253,0,1
2023.04.27 23:03,점하 풀려도 빨리 매도해라..,170,1,1
2023.04.27 23:01,놀리러왔다,177,2,1
2023.04.27 23:00,"내일 하한가는 28,300원입니다",141,1,1
2023.04.27 22:48,■■[단기100%최대호재] 현금성자산 1000억원 확보 제3자배정 유상증자 ■■,163,0,3
2023.04.27 22:42,지금 마포대교 아래서 한강을 바라보며,379,7,4
2023.04.27 22:36,3000원짜리를 20년 우려먹었네,188,5,3
2023.04.27 22:28,매수기법 알려준다.,259,1,2
2023.04.27 22:18,금감원 개의 자식들,241,16,1
2023.04.27 22:17,■ 선광 - 내가 아니라도,235,0,0
2023.04.27 22:09,주주님들 내일 해결 할수 있는 유일한 방법입니다.,322,0,14
2023.04.27 22:02,금감원은 오늘 교보창구 까 보세요,164,0,2
2023.04.27 22:01,작전  실패한거임??,129,1,0
2023.04.27 21:56,선광이 조광피혁보다 위험한 3가지 이유,458,9,4
2023.04.27 21:55,27년차)살다살다,264,2,1
2023.04.27 21:46,장중 거래정지 공시가 무섭네,489,2,1
2023.04.27 21:44,■■  이제와서  이종목이   작전주  깨달은 개미님들,255,5,0
2023.04.27 21:42,기억하자,306,2,3
2023.04.27 21:35,복구하려면,183,0,0
2023.04.27 21:33,약하네,151,2,0
2023.04.27 21:32,와 얘가 제일 끔찍하네 만원대가 적정가 같네,211,2,0
2023.04.27 21:32,여기 주포가,138,2,0
2023.04.27 21:28,형 글 찾아서 잃고 와라.,165,1,0
2023.04.27 21:24,하한가도 2만 후반 너무 비싸 ,142,2,0
2023.04.27 21:22,이만원이면..,132,2,0
2023.04.27 21:14,"선광 10,000~14,000분할매수",159,1,1
2023.04.27 21:14,웬걸 낼은..갭 상 시작 예감,226,2,0
2023.04.27 21:13,너에게 묻는다.,130,1,0
2023.04.27 21:12,낼은 더 이상 하한가는 없다,240,1,1
2023.04.27 21:10,안티많은거보니,191,3,2
2023.04.27 21:06,여긴 낼도 쩜하네,202,2,0
2023.04.27 20:57,상폐,198,2,1
2023.04.27 21:14,상폐,76,1,0
2023.04.27 20:52,3파전,198,2,0
2023.04.27 20:46,아직도 하한가 두 세방 더남음,398,12,0
2023.04.27 20:44,알려진 4곳,245,3,0
2023.04.27 20:41,하안가이유,308,7,1
2023.04.27 20:38,이거는 아직멀었네,128,1,1
2023.04.27 20:33,이례적,190,1,0
2023.04.27 20:27,저 걱정입니다,418,1,1
2023.04.27 20:25,매수한 사람이 잘못,164,0,1
2023.04.27 20:17,창정아,359,8,6
2023.04.27 20:17,반대매매 정리될라면 아직 2-3일은 더가야될듯,243,4,2
2023.04.27 20:14,개미~,193,1,1
2023.04.27 20:13,근데 ,297,4,1
2023.04.27 20:10,-70%  ㅋㅋㅋㅋ ㅅㅂ 무슨 코인이가?,250,1,0
2023.04.27 20:07,선광이 아마 젤마지막에 풀릴거같다,329,1,1
2023.04.27 20:05,평단15만 ?,492,0,0
2023.04.27 20:05,낼도 쩜하,158,0,2
2023.04.27 20:04,작전의 3단계에 걸리신 겁니다.,340,12,2
2023.04.27 20:03,김치주식장은 진짜 개잡주다,86,0,0
2023.04.27 19:55,작업을 9000원부터 시작했으니.. 아직 5배 네...,167,0,1
2023.04.27 19:54,내일 ,173,0,1
2023.04.27 19:51,작년에 6만에 샀는데,274,1,0
2023.04.27 19:48,원래 자리갈려면 아직도 하한 세방 이상 쳐맞아야하노 ㅋㅋ,211,3,1
2023.04.27 19:47,내일은 하한가 풀릴 모양새인데,181,2,1
2023.04.27 19:44,세력이 누구냐면???,183,4,0
2023.04.27 19:42,시총 얼마가 적당,119,0,0
2023.04.27 19:41,;;;; 주가조작 여기도?,100,0,0
2023.04.27 19:40,오늘부터 사기시작함,173,0,2
2023.04.27 19:39,여기도 ,122,1,0
2023.04.27 19:39,주주분들 계신가요? ,101,0,0
2023.04.27 19:33,이동네는 와 또이라노,148,1,0
2023.04.27 19:31,내일 사서 묻어두면,211,1,3
2023.04.27 19:17,이래서 배당금이 중요함,261,3,1
2023.04.27 19:09,혹시물렷다면 보험들엇다생각추매금지,209,1,0
2023.04.27 19:07,외국인 잣되었네 ㅋㅋㅋ,297,1,1
2023.04.27 19:03,하한가 몇번 더가는게 문제가 안미 주가조작 계좌들 모두 확인해야 함 개인투자보호호를 위해서,166,0,0
2023.04.27 18:58,3년전부터 작업이니까..,192,0,2
2023.04.27 18:56,어쩌죠 물을 왕창타야,129,0,2
2023.04.27 18:43,연기금은 대체무슨생각으로 4월달에산거임?,500,5,2
2023.04.27 18:37,걱정마라,188,2,0
2023.04.27 18:35,4연쩜한데 싼지모르겟음,193,3,2
