날짜,제목,조회,공감,비공감
2023.04.25 20:16,3만주에 하한가 2방이라…,240,0,0
2023.04.25 20:14,내일  상!!!,167,2,0
2023.04.25 20:10,지분,128,0,0
2023.04.25 20:07,아닐거같지?,130,0,0
2023.04.25 20:03,1만원에서 17만원까지 기깔나네요,289,3,0
2023.04.25 20:00,내일부터 최소 4연상 금융치료 간다. 참고해라.,262,0,4
2023.04.25 19:52,ㅋㅋㅋ,166,2,0
2023.04.25 19:39,주가조작이라고sbs에서 나오더라..,243,2,0
2023.04.25 19:35,내일도 보나마나,176,1,0
2023.04.25 19:31,공매도 때돈벌겠네ㅋㅋㅋ와. .,214,0,0
2023.04.25 19:17,얼마전까지,193,2,0
2023.04.25 19:16,범인 딱 나오네 ,533,2,2
2023.04.25 19:15,작전넘들 목표 1조 올려놓고  ,243,3,0
2023.04.25 19:14,거래량도 없는 하한가 직행이네요,204,6,0
2023.04.25 19:08,사기친 주가 조작쓰레기들 ,196,5,0
2023.04.25 19:07,봄비,112,0,0
2023.04.25 19:05,부자아빠 회원들이,219,2,0
2023.04.25 19:02,안티들아 그만해라,264,4,0
2023.04.25 19:02,한 번 더 떨어지면,131,0,0
2023.04.25 19:01,이번 주가조작 조사대상1순위,152,1,0
2023.04.25 18:25,뭐그리....,244,0,0
2023.04.25 18:25,ㅋㅋㅋ,159,2,0
2023.04.25 18:20,작전주 분석글 공유,246,1,0
2023.04.25 18:17,하한 4번 더 남았네요~,188,4,0
2023.04.25 18:12,어쩌다가 이 주식이,164,0,0
2023.04.25 18:09,매출 1천억대가 시총 5천억대????????????????????????????????????????,189,0,0
2023.04.25 18:04,하한가 10번이 헛소리가 아닌 이유,325,8,0
2023.04.25 17:59,애들아 선광에 힘을 빌려줘!!!,210,1,0
2023.04.25 17:51,매출액 1천억짜리가,199,0,0
2023.04.25 17:41,공매도 25만주,223,0,0
2023.04.25 17:41,쩜 하한가 앞으로 4번더..,162,1,0
2023.04.25 17:39,거래량 저 정도에 쩜하면,190,0,0
2023.04.25 17:34,내일진입하면 되나요.?,329,1,2
2023.04.25 17:28,이거 인기도없는건데 세력말고,159,0,0
2023.04.25 17:26,(긴급) 10만명 동의하면 환불조치,162,0,0
2023.04.25 17:13,왐마.. 오늘 1만주로 하한가인데,239,2,0
2023.04.25 17:07,입조심들 해라..,237,1,1
2023.04.25 17:01,"2053, yc, shel - 구치소 동기",224,1,0
2023.04.25 16:55,4월14일부터 4월21일까지 공매쳤던 세력,347,2,0
2023.04.25 16:48,그냥 거래정지시켜주는게 맞음,552,8,2
2023.04.25 16:45,아직도 잘 모르겠다..,302,4,0
2023.04.25 16:44,지나가던 과객인데,356,3,1
2023.04.25 16:39,인과응보,214,2,0
2023.04.25 16:34,내가 이 종목을 첨 본건 작년 여름,370,6,0
2023.04.25 16:27,내가 만약 세력이라면,264,0,2
2023.04.25 16:26,몇달 올린걸 이틀만에 꼬라박네 ㅋㅋㅋㅋㅋ,137,0,0
2023.04.25 16:25,육개장 냄새 많이나네요,211,0,0
2023.04.25 16:25,jtbc 뉴스 보니까...,531,5,2
2023.04.25 16:19,57600,156,0,0
2023.04.25 16:17,와 ㄹㅇ 돈개많이벌음,213,1,2
2023.04.25 16:15,82200 → 57550 → 40300,173,0,0
2023.04.25 16:07,하따 6개 종목중에 거래량,206,0,0
2023.04.25 16:06,시간외로 40만주 플렉스 했습니다.,362,0,0
2023.04.25 16:03,1년동안 오른거,190,0,0
2023.04.25 15:57,위로 드립니다.,137,0,0
2023.04.25 15:56,얼마나 더 빠질까요...ㅠㅠ,652,0,2
2023.04.25 15:51,1만원올때까지기다려라,164,1,0
2023.04.25 15:47,거래량 1만주..,180,0,0
2023.04.25 15:46,살려주세요..제발,428,1,4
2023.04.25 15:46,"****월봉상 저점....9,970원",142,0,0
2023.04.25 15:43,연기금한테 돈주면 뭐하나 작전주도 못알아보는,152,0,0
2023.04.25 15:35,힘내세요.. ,153,1,0
2023.04.25 15:34,연기금 평단 16만5천원,270,0,0
2023.04.25 15:34,이건 3만원 가것구나..,128,0,0
2023.04.25 15:29,다우데이타에서 놀러왔읍니다,304,2,0
2023.04.25 15:28,주식 및 코인은 너무 무섭군..,133,0,0
2023.04.25 15:26,여기는심각하네,205,2,0
2023.04.25 15:23,신용 반대매매 100만주,406,12,0
2023.04.25 15:21,매도물량 143만주 남았음,221,3,0
2023.04.25 14:50,"내일 하한가 한번 더,주세요 들어갈게요",284,0,1
2023.04.25 14:49,개미들은 진짜 어떻게 발전이 없냐,158,0,0
2023.04.25 14:44,엊그제 풀미수 때렸으면,444,2,0
2023.04.25 14:44,5만원대봤는데..,214,2,0
2023.04.25 14:35,김거니 정부에서는,251,7,5
2023.04.25 14:30,주가 조작의 나라 아닌가,185,4,1
2023.04.25 14:23,나쁜 회사는 아닌데....,240,4,0
2023.04.25 14:18,내일 하한가 한방더 + 목요일 또는 금요일 투매먹습니다 ㅅㄱ,195,0,0
2023.04.25 14:08,신용잔고,177,0,0
2023.04.25 14:06,전쟁 날라나보다.,209,4,0
2023.04.25 14:03,반대매매 언제 시작하나요?,170,0,0
2023.04.25 14:03,이거 산 개미들도 주가조작 공범으로 처벌해야됨,220,3,0
2023.04.25 14:02,8종목이니까,207,1,0
2023.04.25 14:00,소액으로 산 개미들도 주가조작 으로 처벌해주세요,207,2,1
2023.04.25 13:58,쩜하 앞으로 최소 3방,154,2,0
2023.04.25 13:55,우울할때마다 들어옵니다.,324,5,0
2023.04.25 13:55,아직 반등의 여력이 있는 이유,292,0,1
2023.04.25 13:48,옆동네인데,147,0,0
2023.04.25 13:40,하한가 하한가 신나는 노래,175,1,0
2023.04.25 13:40,와 어떻게 하지...,240,1,1
2023.04.25 13:36,주식고수인척하던 광신도들 나락가서 행복하다,240,5,1
2023.04.25 13:36,설마 15위에 보유 개미없겠지,152,0,1
2023.04.25 13:34,그냥 3년짜리 작전주였음,244,3,0
2023.04.25 13:33,차트모양보소 ㅋㅋ,211,4,0
2023.04.25 13:33,일단 3만원까지 열어놓고 대응,167,2,0
2023.04.25 13:27,챠트는 쏟아 부은듯한데.........,153,0,0
2023.04.25 13:26,한강 갑니다,193,0,0
2023.04.25 13:21,내가 왜 흔들리지 않는지 아는가?,477,9,1
2023.04.25 13:20,후쿠시마 원전 사조오양 좋아보인다 *ㅋ,121,0,0
2023.04.25 13:19,jwpa 부모한테 낳음 당했는 녀석이,103,0,0
2023.04.25 13:18,선광,109,0,0
2023.04.25 13:16,오늘 하한가주식들 공통점이,237,0,0
2023.04.25 13:16,진짜 핵폭탄 한번 맞아야겠다,117,0,0
2023.04.25 13:16,제발 제 주식 좀 사 주세요 ㅠㅠ,239,1,0
2023.04.25 13:15,아닉 시세 상승 안멈춘 이유..,217,1,1
2023.04.25 13:12,주식 무서운줄,142,0,0
2023.04.25 13:09,신용거지형들,140,0,1
2023.04.25 13:09,주가조작 세력놈들에게  피해보상청구 하세요,239,0,0
2023.04.25 13:08,욕심부리다 골로가네,139,0,0
2023.04.25 12:58,하한가에,202,0,0
2023.04.25 12:55,사실이냐,278,1,0
2023.04.25 12:51,주식,155,0,1
2023.04.25 12:48,일주일전에 차트첨봤는데,222,0,0
2023.04.25 12:45,ㅋㅋㅋㅋ,155,1,0
2023.04.25 12:44,대주주도 한패임ㅋㅋ,239,3,0
2023.04.25 12:44,주가조작 ~이었고 조사들어가니  튀다가~~,268,3,0
2023.04.25 12:42,정의구현,142,1,0
2023.04.25 12:41,매도물량 쌓인거보면,287,1,0
2023.04.25 12:38,여기가 제일 잣된듯,394,7,0
2023.04.25 12:38,이번계기로,235,1,0
2023.04.25 12:28,아  할말 없다,249,1,0
2023.04.25 12:27,재산 날렸네... 아,856,8,1
2023.04.25 12:24,종토방 분석가 99%가 OOO인 이유,172,0,0
2023.04.25 12:19,하림에서왔습니다.,200,0,0
2023.04.25 12:18,장기투자해서 꼭지에 판사람은 달달하겠네,156,0,0
2023.04.25 12:17,신용잔고 12퍼 ㄷㄷㄷ,287,0,0
2023.04.25 12:11,심각한건,207,2,0
2023.04.25 12:06,일단 4곳은 확정,619,7,1
2023.04.25 12:06,거래량 8천인데 남은물량 130만개라는건,204,0,0
2023.04.25 12:05,하.. 어제 뇌는분명 매수하지말라고하는데,213,2,0
2023.04.25 12:04,이런 상황은 정말 오랜만에 보네.,145,0,0
2023.04.25 12:03,이것은 금감원 놈들의 잘못이다,270,4,0
2023.04.25 12:02,여기가 하한가 종목 중 제일 난감한 곳이네...,266,9,1
2023.04.25 11:57,제가 계산을 해봤습니다,283,3,0
2023.04.25 11:53,정의는 승리한다는걸,189,5,0
2023.04.25 11:53,선광.. 대성홀딩스,211,3,0
2023.04.25 11:53,거래량도 없었는데,133,0,0
2023.04.25 11:50,위기를 반대로하면 기위입니다,208,2,0
2023.04.25 11:48,★우포랑 쉘 와이씨씨파 바랑★,102,0,0
2023.04.25 11:46,주식은,153,1,0
2023.04.25 11:44,사고싶던종목인데,230,0,1
2023.04.25 11:40,선광 환불 가능하네요 본사 다녀왔습니다.,576,6,0
2023.04.25 11:40,뉴스듣고왔는데,165,0,0
2023.04.25 11:39,리죄명 구속시키면 선광 40만원 간다,210,2,5
2023.04.25 11:33,하한가 5번은 더 맞아야 정상가격,150,2,0
2023.04.25 11:30,"15,000원까지는 100% 내려갑니다.",178,1,1
2023.04.25 11:29,어제 오늘 거래량 7만주면,232,0,0
2023.04.25 11:26,개미들아 인생 뭐 있냐?,116,0,0
2023.04.25 11:24,와 일봉 차트봐라,135,0,1
2023.04.25 11:24,윤석열 대통령님 지지합니다,196,2,9
2023.04.25 11:23,ㅈ됫노이기,105,0,0
2023.04.25 11:23,오늘 점심은,147,2,1
2023.04.25 11:21,선광,110,0,0
2023.04.25 11:20,이건 작전치다가 던진거임,232,0,0
2023.04.25 11:20,1년전,155,1,0
2023.04.25 11:16,이정도 기세면 이번주 내내 하한가 아님?,132,0,1
2023.04.25 11:15,5거래일 하한가 간당ㆍ 3번 더 남었다잉,247,5,0
2023.04.25 11:12,아직 세상은 살만하다는 걸,206,2,1
2023.04.25 11:12,설마... 평단 4만원 이상은 없겠죠?,144,0,0
2023.04.25 11:11,그래프,103,0,0
2023.04.25 11:08,주가 반토막났는데 신용이 어째 늘은느낌이냐 ,176,2,0
2023.04.25 11:03,작전주 떨어지는거 참 살벌하네 ,138,0,0
2023.04.25 11:02,매수 6천200주인게 레전드네 ㅋㅋ,186,0,0
2023.04.25 11:01,제자리 찾아가는 과정입니다,112,0,0
2023.04.25 10:59,주가조작????,185,1,0
2023.04.25 10:57,내매수  가격,161,0,0
2023.04.25 10:56,?미,106,0,0
2023.04.25 10:55,삼고빔,112,0,0
2023.04.25 10:52,역대급이네 매도잔량 뭐냐,226,1,0
2023.04.25 10:52,금감원 이 나쁜 놈들아 공매도 없애고 정신차려 너희들 도대체 뭐하는 놈들이냐?,195,4,0
2023.04.25 10:50,작전주  모범케이스 ㅋ,207,4,0
2023.04.25 10:48,이야~대단하네,149,1,0
2023.04.25 10:46,작전 제대로 했네,205,1,0
2023.04.25 10:45,하하하하,113,0,0
2023.04.25 10:36,주가 이상 정황 신고 불이행,217,2,1
2023.04.25 10:35,주가조작이 명백하니,236,1,0
2023.04.25 10:32,매도물량이 무슨 천억 ㅌ,256,1,0
2023.04.25 10:32,와 이거,178,2,0
2023.04.25 10:31,고 1 평단 161000,235,1,0
2023.04.25 10:30,근데 이러다가 진짜 예전 1~2만원대로 돌아오면,274,0,0
2023.04.25 10:27,쉽게 버는 돈 없다,159,0,1
2023.04.25 10:25,"HMM, 흥아해운 주가랑 연동되는게 정상이다",131,0,0
2023.04.25 10:24,매출 1700억 / 영업이익 150억,231,2,0
2023.04.25 10:23,8왕의 난,182,1,0
2023.04.25 10:23,재무제표만 봐도 말이 안되는 가격이지 ㅋㅋ,145,0,0
2023.04.25 10:21,힘내세요,146,2,0
2023.04.25 10:19,삼천리에서 왔어요.,223,2,0
2023.04.25 10:18,옛날에 내추럴엔도텍 이라고 있었지,243,2,0
2023.04.25 10:17,150만주 쌓이면 제가 올려드릴게요,115,0,0
2023.04.25 10:14,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,155,3,0
2023.04.25 10:10,개미주식,128,0,0
2023.04.25 10:08,힘내세요,159,2,0
2023.04.25 10:08,976억 매도잔량,189,2,0
2023.04.25 10:08,와 불가 2틀만에 시총 5000천억이 사라졌다,254,0,0
2023.04.25 10:03,5천주로 하한가,241,0,0
2023.04.25 10:02,● 3일은 더 하한가 군화.,161,1,0
2023.04.25 09:58,1년 오른걸 이틀만에 홀라당 날리노 ㅋㅋ,308,10,8
2023.04.25 09:55,팝콘 먹으며 구경중..........ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,209,5,0
2023.04.25 09:52,지금 거래 안되나요?,436,2,2
2023.04.25 09:51,신용 쓰신분들,223,4,1
2023.04.25 09:51,8천원 오면 매수진입 한다,157,3,0
2023.04.25 09:45,7천원에도 안산다 왜냐고?,297,4,3
2023.04.25 09:41,모래성이었네,246,0,0
2023.04.25 09:40,작전으로 10배친주식 단숨에 반토막,204,2,0
2023.04.25 09:35,품절주,206,1,0
2023.04.25 09:33,금감원 조사 안들어가냐?,124,0,0
2023.04.25 09:33,예쁜장미는 가시를 가지고 있다.,108,0,0
2023.04.25 09:29,거래대금 4억으로,331,3,0
2023.04.25 09:28,4월 19일 공매도 애들 떼돈 벌었다.,234,1,0
2023.04.25 09:28,연일하한가 찍어도 전혀 두렵지 않다.,418,13,1
2023.04.25 09:27,대대주지분만 67%,258,0,0
2023.04.25 09:26,이거 신용도 엄청 많음,182,1,0
2023.04.25 09:26,ㅋㅋㅋㄱㄲ탈출못하게,134,0,0
2023.04.25 09:25,육계장 먹으러 가즈아~,142,1,0
2023.04.25 09:24,못도망가게,299,3,0
2023.04.25 09:23,선광 신용 쓴사람 팔리지도 못하고 한강 가는건가,302,5,0
2023.04.25 09:22,확실한거 이번 사태로 자살자1명이상은,187,3,0
2023.04.25 09:20,최소 5연떡락이다,175,2,0
2023.04.25 09:20,작전주,156,1,0
2023.04.25 09:20,결국 터질 것이 터졌습니다.,273,0,0
2023.04.25 09:19,4000주 거래 / 100만주 하한가,152,0,0
2023.04.25 09:18,세력들 이탈중입니다. 다들 도망치세요~~,145,0,0
2023.04.25 09:20,세력들 이탈중입니다. 다들 도망치세요~~,111,0,0
2023.04.25 09:18,세력 자산압류 즉시,113,0,0
2023.04.25 09:17,착할 선 / 빛 광 따하ㄷㄷ,105,0,0
2023.04.25 09:17,잔적주는 거의다가 대주주랑 한통속,153,1,0
2023.04.25 09:15,9천원까지 가즈야,148,1,0
2023.04.25 09:15,인생 참힘들다,185,0,0
2023.04.25 09:14,하한가 물량 쌓인거 보소 ㅋㅋ,172,0,0
2023.04.25 09:14,차트가 예전 한컴위드 전신인 다윈텍이랑 똑같네~,129,0,0
2023.04.25 09:12,적정주가,114,0,0
2023.04.25 09:12,대성홀딩스 선광차트..,150,0,0
2023.04.25 09:12,만원까지 쩜하,93,0,0
2023.04.25 09:12,이런종목은,99,0,0
2023.04.25 09:12,적정가 1만인 주식이니 아직 멀었다,134,4,0
2023.04.25 09:10,ㅋ,92,0,0
2023.04.25 09:10,시총 6천억이 거래금 3억에 하힌가?,196,1,0
2023.04.25 09:10,누가봐도 개작전주아님? 차트보면? 그작전이제끝내는거같은데,191,2,0
2023.04.25 09:09,내일도 하방확정이네,108,0,0
2023.04.25 09:08,하따는 인생막차탄 개미만하는거라던데,107,0,0
2023.04.25 09:08,영광스럽다. 역사의 산증인이다.,196,2,0
2023.04.25 09:08,올릴때 점잖게 올린다고,159,2,0
2023.04.25 09:06,하따 참교육 오지구요,162,1,1
2023.04.25 09:06,실시간 루보 시뮬레이터,125,0,0
2023.04.25 09:06,평균거래량2만주인데,163,1,1
2023.04.25 09:04,고점 쥬쥬님들,367,6,2
2023.04.25 09:03,와.. 단 3천주로 하한가,271,3,0
2023.04.25 09:05,와.. 단 3천주로 하한가,129,0,0
2023.04.25 08:57,여기보세요 2차전지공장 음성에6월 완료,218,0,1
2023.04.25 08:57,쥬식25년 개미틀기 끈낫다. 상환가 간다,278,1,3
2023.04.25 08:56,하한가 중 젤 힘들어보인다,210,2,0
2023.04.25 08:56,매도 그만쌓아ㅋㅋ 어차피 안팔려ㅋㅋㅋ,140,0,0
2023.04.25 08:55,하한가 3번은 더 쳐맞을듯,115,0,1
2023.04.25 08:54,3 4방 하한가 늘렸다,118,1,0
2023.04.25 08:54,팔수만있게해주세요,267,4,0
2023.04.25 08:50,상 폐 빔 !,151,0,0
2023.04.25 08:50,이것도,97,0,0
2023.04.25 08:48,제?2의 루보 사태..,121,0,0
2023.04.25 08:48,솔직히 선광 삼천리 서울가스ㅋㅋㅋ,186,0,0
2023.04.25 08:46,코인판 차트,115,0,0
2023.04.25 08:45,시바,117,0,0
2023.04.25 08:43,이틀연속 하한가는 처음봅니다..,377,0,0
2023.04.25 08:43,★형아가 새력을 노하게 하지말랫제?★,105,0,0
2023.04.25 08:42,쉘아 감옥 잘 갔다오고,113,0,0
2023.04.25 08:41,쩜하다 끝났다 아가들아. ,134,2,0
2023.04.25 08:40,신고했다니까 쫄아서 다 팔았노 ㅋㅋ,146,0,0
2023.04.25 08:36,품절주만 작업했네,246,2,0
2023.04.25 08:25,작년 8월에 이가격이였는데,130,0,0
2023.04.25 08:21,오늘쩜하에 낼은 신용반대매매도 나올거고~,129,0,0
2023.04.25 08:21,여기가 전설의루보인가요?,122,1,0
2023.04.25 08:11,루보때 차트네,125,1,0
2023.04.25 08:06,여기가,110,1,0
2023.04.25 07:55,애 참 신기방기 주였는데,132,0,0
2023.04.25 07:26,오늘도 하네요,198,1,0
2023.04.25 07:25,■ 공포에 샀다 ■,475,2,3
2023.04.25 07:44,바보야!!! 오늘도 하한가다!!!,136,3,0
2023.04.25 07:15,내일까지 하한가 ,201,1,0
2023.04.25 07:02,10배 이상 올렸네....ㅋㅋ,183,1,1
2023.04.25 06:33,금투세도입해야하는 이유가 여기있네요,193,0,8
2023.04.25 05:26,하한가 간 애들중에 여기가 최악이구만,356,6,0
2023.04.25 05:12,크게 하락해도 전혀 걱정이 없는 이유 ,677,8,1
2023.04.25 03:34,적정가,341,6,0
2023.04.25 02:46,신용 반대매매 나오겠네,353,1,0
2023.04.25 02:23,이야 몇연속 점하갈까 궁금허네용~~,374,3,0
2023.04.25 02:11,지옥 가지 마세요,240,1,1
2023.04.25 02:02,작전주 전주로 복귀,294,2,4
2023.04.25 01:56,■ 평단 5만원 어제 팔았습니다. ■,482,4,2
2023.04.25 01:39,백퍼 또 꽂는다,463,9,0
2023.04.25 00:57,주식황제 건휘 작전세력,463,5,5
2023.04.25 00:55,역시나구나ㅋㅋㅋㅋ,388,4,0
2023.04.25 00:53,김건희가 주가조작 하고,470,7,9
2023.04.25 00:33,형들 지랄하고 자빠졌네. 지랄동생 왔다~ㅎ,314,1,4
2023.04.25 00:30,천하제일 단타대회 열리겠네,193,0,1
2023.04.25 00:19,▶▶MBC / SBS 뉴스도배될것같다.,211,0,0
2023.04.25 00:15,할렐루야 ,142,0,0
2023.04.24 23:54,실적 때문이 아닌가?,172,0,0
2023.04.24 23:46,오늘 하따친종목들 공통점,375,3,1
2023.04.24 23:38,말도 안되는 차트 보고 미친 종목이다 생각했는데,182,4,0
2023.04.24 23:31,자기들끼리 자폭하게,122,2,0
2023.04.24 23:30,3년을 기다린 폭탄 돌리기의 당첨자는 당신입니다!,208,8,1
2023.04.24 23:29,어제까지 천국의계단,129,0,0
2023.04.24 23:23,9천원에서 ㄷㄷ,278,5,0
2023.04.24 23:38,9천원에서 ㄷㄷ,111,0,0
2023.04.24 23:20,26000주에 하한가면 거래정지 예정이네,199,4,1
2023.04.24 23:05,8종목 모두 설거지네,364,4,0
2023.04.24 22:44,ㅋㅋㅋ오지게 해처먹었네,191,2,0
2023.04.24 22:41,축축. 2만간다 ㅋ,156,2,0
2023.04.24 22:38,조 옷 돼라,139,2,0
2023.04.24 22:33,2주밖에 없어서...,153,0,0
2023.04.24 22:26,어제 매도 못한거,185,0,0
2023.04.24 22:17,와우!,110,0,0
2023.04.24 22:15,아 낼은 어쩌나 ,190,0,1
2023.04.24 22:12,루보가 생각난다,234,10,0
2023.04.24 22:10,오늘 하루로 5개월치 상승 한방에 까먹었네,204,0,0
2023.04.24 22:04,주식 너무 쉽게들했네,194,4,2
2023.04.24 21:57,ㅋㅋㅋㅋㅋㅋㅋ,180,0,2
2023.04.24 21:52,오늘 방송한다는 소식 듣고 ㅋㅋㅋ,269,4,1
2023.04.24 21:51,광팔이 하한가ㅠ,174,0,1
2023.04.24 21:50,이유가 나왔네요...,242,0,0
2023.04.24 21:49,2022.11.22. 가격으로 도로아미타불,124,0,0
2023.04.24 21:47,주가조작 뉴스 감사합니다!,501,2,2
2023.04.24 21:44,얼랏 코인하고 차트가 같음..,120,0,0
2023.04.24 21:40,너무 야무지다ㅠㅠㅠ 쉽게 돈벌려던애들,168,2,0
2023.04.24 21:34,6천원대  주식을 3년동안 주가조작을 했다니  참으로 징하네요 징해 ,280,2,0
2023.04.24 21:32,하... 소주 두병째 미칠것같네요,877,5,6
2023.04.24 21:24,오 마이 갓,186,0,0
2023.04.24 21:14,주주님들,158,0,0
2023.04.24 21:10,추악한,130,2,0
2023.04.24 21:03,작전주의 말로...,359,2,0
2023.04.24 21:01,작전,121,0,0
2023.04.24 21:00,9시26분에 2500주 던진걸로 하한가 간거임?,460,0,1
2023.04.24 20:47,높다,119,0,0
2023.04.24 20:47,힘내십쇼!!,110,0,0
2023.04.24 20:29,ㅎㅎㅎ,143,1,6
2023.04.24 20:18,월봉보니  하한가 10방 맞아도,272,5,0
2023.04.24 20:10,거래정지되겠네,180,0,0
2023.04.24 20:03,목표가 38천 본다.,184,1,0
2023.04.24 19:52,힘드시겠지만 현실적으로 말씀드리겠습니다,354,3,2
2023.04.24 19:45,다시 만원 가나요??,121,0,0
2023.04.24 19:23,★실종자 찾습니데이~★,198,1,0
2023.04.24 19:20,누가 이거 샀다고 고수인냥 막 자랑하던데,246,2,0
2023.04.24 19:10,작전 끝,427,4,0
2023.04.24 18:45,선광이랑 같이가던 대성홀딩스는?,556,1,1
2023.04.24 18:44,아이고 아이고,242,2,0
2023.04.24 18:44,거래량 26000에 하한가,441,3,0
2023.04.24 18:39,미안한데 게시글보니까 주주도 아녀 ㅋ,270,1,1
2023.04.24 18:37,5개월전부터 봐오던 종목인데,218,0,0
2023.04.24 18:30,무시 ㄷㄷㄷ,133,0,0
2023.04.24 18:20,챠트가...옛날 작전주 루보챠트네~~,402,6,1
2023.04.24 18:13,시간외 62주 거래...,293,0,0
2023.04.24 18:11,드디어 막을 내리네ㅋㅋㅋ,261,1,0
2023.04.24 18:10,이야..,118,0,0
2023.04.24 17:48,1년오른거 하루만에반납이네,260,1,0
2023.04.24 17:46,내일도  시초가가 하한가입니다 ㅜㅜ,192,0,0
2023.04.24 17:43,ㅋㅋㅋㅋㅋ 빠져도 할말없다 ,162,0,0
2023.04.24 17:41,19일 16만5천원 공매도 4만주 ????,277,2,0
2023.04.24 17:39,무슨 차트가 루나코인이야?,175,0,0
2023.04.24 17:21,시총,177,0,0
2023.04.24 17:16,어떤 정신 나간놈이 신용 12%짜리를 받아줄까?,758,1,0
2023.04.24 17:15,★선광 주주 상태★,328,0,0
2023.04.24 17:14,5개월 야금야금 오른걸  한방에  시원하게보내는구나,210,0,0
2023.04.24 17:00,신용 12%…,260,0,0
2023.04.24 17:00,오늘 하한가 원인,494,1,1
2023.04.24 16:57,★내일 주가 예언★,256,0,0
2023.04.24 16:55,주가 조작에 동원됐나,298,0,0
2023.04.24 16:52,5개월 올린거 하루만에 바로 내려,282,0,0
2023.04.24 16:51,문제는 내일도 하한가 이다 에휴,191,0,0
2023.04.24 16:47,이셰키는 윈텍보다 더한놈이네,166,0,0
2023.04.24 16:42,정말 무서운 주식 선광이네요.,267,0,1
2023.04.24 16:42,크게 하락해도 전혀 걱정이 없는 이유 ,713,8,2
2023.04.24 16:47,크게 하락해도 전혀 걱정이 없는 이유 ,183,0,0
2023.04.24 16:39,무섭다,252,1,0
2023.04.24 16:34,푸확ㅋㅋㅋㅋㅋ,255,1,0
2023.04.24 16:20,적정가,442,5,0
2023.04.24 16:18,와 주당 1만원 하던건데...............,233,0,0
2023.04.24 16:14,신용반대매매가 아니라,356,0,0
2023.04.24 16:13,이건 거의 루보 챠트 아님?,193,0,1
2023.04.24 16:11,많이  올랐으니  이익  챙기는거지,163,0,0
2023.04.24 16:08,작전주,244,1,1
2023.04.24 16:07,ㅋㅋㅋㅋㅋㅋㅋ,199,1,0
2023.04.24 16:02,내 살다살다 이런차트는 첨보네,345,1,0
2023.04.24 16:02,★선광 하한가 이유 알려드립니다★,514,1,2
2023.04.24 16:01,이번주 내내 하한가 나오겠네요,153,0,0
2023.04.24 16:00,"이번주 28,000원 마감??",121,0,0
2023.04.24 15:56,★선광.말씀드리겠습니다★,275,1,1
2023.04.24 15:51,만원부터 17만원대로 17배가 올랐지,409,4,0
2023.04.24 15:50,6개월 동안 오른게,195,0,1
2023.04.24 15:44,와. 선광 한순간에 하한가 맞는거 첨봄,282,1,0
2023.04.24 15:38,오늘 하한가종목많네,160,0,0
2023.04.24 15:38,아이구~~ 무셔워라ㅎㅎㅎ,169,0,0
2023.04.24 15:31,선광 다우데이터 삼천리 작전주 오늘 일제히 하한가,455,4,0
2023.04.24 15:26,작전주,261,3,0
2023.04.24 15:17,신용 결국 터졌네,396,2,0
2023.04.24 15:09,내일도 하한가입니다  신용쓴 개미들 다들 반대매매로 한강가는구나 ,631,3,0
2023.04.24 15:03,드디어 나락가네 작전5인방들,438,2,0
2023.04.24 15:01,여기작전팀 알고있는데..,685,2,0
2023.04.24 14:54,거래량 25000,488,1,1
2023.04.24 14:51,천국의계단 차트는 조심해라,270,2,0
2023.04.24 14:48,Sg작전,243,0,0
2023.04.24 14:45,선광이라는 주식 오늘 처음알았는데...,496,5,0
2023.04.24 14:42,주식은 다단계 ㅎ,201,0,0
2023.04.24 14:42,삼천리 하림지주 대성홀딩스 세방 서울가스 선광.....모두 한군데서 올리고 이익실현한듯,402,1,2
2023.04.24 14:41,이거 누가올린지알고 신고하면 포상금받을수있냐?,302,1,1
2023.04.24 14:31,걱정들 마라.,238,0,2
2023.04.24 14:19,올만에 왔는데..,205,0,1
2023.04.24 14:18,이거 시총이 에바인데 ㅋㅋ,310,2,1
2023.04.24 14:11,SG 증권이 선광 증권인가요,556,1,2
2023.04.24 13:53,SG워너비가 부릅니다,490,0,1
2023.04.24 13:52,하한가 간 종목들 보니깐,502,2,1
2023.04.24 13:41,들가도되나요,454,1,1
2023.04.24 13:39,신용 융자 털어내기 반대매매,302,0,0
2023.04.24 13:39,4만원일때 개비싸서 안샀는데,346,2,0
2023.04.24 13:36,점하한가,264,2,0
2023.04.24 13:33,시바,240,2,0
2023.04.24 13:31,이 주식 계속 오르기만 하다가,299,1,0
2023.04.24 13:19,호재 떴네요,385,0,0
2023.04.24 13:14,대한민국 개미들 잦됐네?!,413,0,1
2023.04.24 13:11,작전끝,319,1,0
2023.04.24 13:07,이제야 하방이네 좀 그동안 너무햇지,285,1,0
2023.04.24 13:00,이거 상폐갈듯,558,2,2
2023.04.24 12:53,"러시아 와 중국,...",339,3,0
2023.04.24 12:51,헐 오랜만에 와보니 작살나있네요ㅜㅜ,213,0,4
2023.04.24 12:51,여기가 루보 시즌2인가요?,218,2,0
2023.04.24 12:47,진정한 마리아나 해구 탐방?!,130,0,0
2023.04.24 12:39,이야...,194,2,0
2023.04.24 12:28,주식 클릭[한반도 올해 역대급 폭염주의보 예상] 폭염을 준비하라!!,175,0,0
